X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,QualityOfLife,CODE_DEFINED,LAT,LONG,ObjectId
-8476795.26844924,5314110.79702479,2024/01/04 05:00:00+00,617,617,300 W  OSTRANDER AVE    ,False,CRIMINAL MISCHIEF,43.0140510000001,-76.1483474999999,167
-8477134.79434331,5322933.12848635,2021/01/22 05:00:00+00,630,637,100 SECOND NORTH ST     ,True,SIMPLE ASSAULT,43.0719719030001,-76.1513975129999,168
-8476769.7206261,5319449.27024237,2024/01/04 05:00:00+00,1252,1252,300 E  WASHINGTON ST     ,False,OFFN AGAINST FAMILY,43.0491060000001,-76.148118,169
-8476978.61165057,5322391.87385783,2024/01/04 05:00:00+00,1819,1819,700 SPRING ST     ,False,SIMPLE ASSAULT,43.0684200000001,-76.1499944999999,170
-8476364.25017888,5316247.01156719,2024/01/04 05:00:00+00,505,505,1700 S  STATE ST     ,False,SIMPLE ASSAULT,43.028080822,-76.1444755969999,171
-8476242.81152374,5321892.16314128,2024/01/04 05:00:00+00,1520,1520,100 SPRING ST     ,False,CRIMINAL MISCHIEF,43.0651405400001,-76.143384695,172
-8480643.97286418,5316241.70888112,2024/01/04 05:00:00+00,1200,600,500 WOLCOTT AVE    ,False,CRIMINAL MISCHIEF,43.0280460000001,-76.182921,173
-8476466.10116774,5321283.3432083,2024/01/04 05:00:00+00,2253,2253,100 PETERS ST     ,True,CRIMINAL MISCHIEF,43.0611447900001,-76.1453905399999,174
-8473533.7484108,5322142.5603588,2024/01/04 05:00:00+00,1200,1200,100 COOK AVE  ,False,SIMPLE ASSAULT,43.0667838480001,-76.119048767,175
-8473987.51259271,5317168.22464603,2024/01/04 05:00:00+00,500,800,900 LANCASTER AVE    ,False,CRIMINAL MISCHIEF,43.0341300000001,-76.123125,176
-8480661.42074721,5316922.0940235,2024/01/04 05:00:00+00,700,810,100 WOLCOTT AVE    ,False,CRIMINAL MISCHIEF,43.0325138330001,-76.183077737,177
-8476334.90658375,5320234.87939284,2024/01/05 05:00:00+00,908,908,600 JAMES ST     ,False,ALL OTHER OFFENSES,43.054263,-76.1442119989999,178
-8476631.03001023,5321087.4006888,2024/01/04 05:00:00+00,1715,1715,600 BUTTERNUT ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0598587430001,-76.1468721209999,179
-8477464.52122789,5313847.72133538,2024/01/05 05:00:00+00,905,1109,2200 ONONDAGA CREEK BLVD   ,False,SIMPLE ASSAULT,43.012323,-76.1543594999999,180
-8476177.25380582,5312090.41898376,2024/01/05 05:00:00+00,1410,1410,100 W  SENECA TPKE   ,True,CRIMINAL MISCHIEF,43.0007789970001,-76.14279578,181
-8471409.68725573,5319420.47953876,2024/01/05 05:00:00+00,2210,2210,200 FAYETTE BLVD   ,False,OFFN AGAINST FAMILY,43.0489170000001,-76.099968001,182
-8480709.21966677,5319918.25877153,2024/01/05 05:00:00+00,2200,2200,1500 W  GENESEE ST     ,False,DRIVING UNDER INFLUENCE,43.052184649,-76.183507122,183
-8474413.8105827,5320917.71378092,2024/01/06 05:00:00+00,317,317,200 PATTISON ST     ,True,CRIMINAL MISCHIEF,43.058745,-76.1269545,184
-8477202.49596331,5321930.59444547,2024/01/06 05:00:00+00,303,303,100 STEUBEN ST     ,False,ALL OTHER OFFENSES,43.0653927600001,-76.152005687,185
-8476222.69664835,5321729.50152502,2024/01/06 05:00:00+00,18,18,1000 BUTTERNUT ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0640730000001,-76.143204,186
-8479821.64799333,5316961.65788909,2024/01/06 05:00:00+00,245,245,1500 S  GEDDES ST     ,True,CRIMINAL MISCHIEF,43.0327736240001,-76.17553393,187
-8476281.80729795,5316752.92589698,2024/01/06 05:00:00+00,1145,1145,300 E  KENNEDY ST   ,False,SIMPLE ASSAULT,43.0314030000001,-76.1437349999999,188
-8478788.1104187,5316810.57014883,2024/01/06 05:00:00+00,1419,1419,100 RUSKIN AVE  ,True,CRIMINAL MISCHIEF,43.03178152,-76.1662495039999,189
-8479283.80954335,5319897.04291009,2024/01/06 05:00:00+00,1839,1839,700 PARK AVE  ,False,POSSESSION/USE DRUG,43.0520453820001,-76.170702445,190
-8477935.40267395,5313797.02530839,2024/01/06 05:00:00+00,2118,2118,100 MARVIN RD   ,False,OFFN AGAINST FAMILY,43.01199,-76.1585894999999,191
-8476411.45554291,5321608.3493052,2024/01/06 05:00:00+00,1902,1902,800 PARK ST   ,False,SIMPLE ASSAULT,43.0632778720001,-76.14489965,192
-8477484.23201353,5323126.34716715,2024/01/21 05:00:00+00,2119,2119,800 COURT ST     ,False,SIMPLE ASSAULT,43.0732398220001,-76.1545365649999,193
-8477835.71606994,5318178.45078948,2024/01/07 05:00:00+00,1520,1520,400 W  ONONDAGA ST   ,False,SIMPLE ASSAULT,43.040763,-76.1576939999999,194
-8479620.05618786,5322321.931704,2024/01/14 05:00:00+00,826,826,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,195
-8475950.68747259,5314121.75867248,2024/02/15 05:00:00+00,1534,1534,100 W  OSTRANDER AVE  ,True,CRIMINAL MISCHIEF,43.014123,-76.1407604999999,196
-8476252.76471073,5311361.59027037,2024/02/02 05:00:00+00,1727,1727,5000 S  SALINA ST   ,False,OFFN AGAINST FAMILY,42.995990567,-76.143474106,197
-8469837.74461491,5318558.17053548,2024/02/01 05:00:00+00,1633,1633,100 GIFFORD ST   ,False,OFFN AGAINST FAMILY,43.043256,-76.0858469999999,198
-8477231.08414438,5318644.53494196,2024/01/14 05:00:00+00,2230,950,500 S  SALINA ST   ,True,CRIMINAL MISCHIEF,43.043823,-76.152262499,199
-8476046.26482891,5312618.67710814,2024/01/30 05:00:00+00,1553,1553,200 CLARENCE AVE  ,False,SIMPLE ASSAULT,43.004249438,-76.1416190859999,200
-8478376.94252862,5323140.19442654,2024/02/03 05:00:00+00,250,250,500 WOLF ST   ,False,UNAUTHORIZED USE MV,43.0733306880001,-76.16255592,201
-8470375.96778505,5320149.98289146,2024/01/22 05:00:00+00,240,240,200 POLK ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.053705732,-76.090681941,202
-8479620.05618786,5322321.931704,2024/01/07 05:00:00+00,1417,1417,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,203
-8476908.49539951,5321811.27278697,2024/01/25 05:00:00+00,2221,2221,100 NEUTRAL CT     ,False,CRIMINAL MISCHIEF,43.0646096630001,-76.149364635,204
-8478399.77192979,5315122.06312202,2023/01/01 05:00:00+00,2146,2146,300 HILLVIEW AVE    ,False,SIMPLE ASSAULT,43.0206930000001,-76.162761,205
-8476022.82250263,5321743.21476176,2024/02/16 05:00:00+00,2000,710,900 HIGHLAND ST   ,True,CRIMINAL MISCHIEF,43.0641630000001,-76.1414085,206
-8479688.18115588,5319493.85335513,2024/02/03 05:00:00+00,452,452,100 LAKEVIEW AVE    ,False,CRIMINAL MISCHIEF,43.0493986700001,-76.1743349769999,207
-8476182.32685765,5313198.7866691,2024/02/14 05:00:00+00,1502,1502,100 ANDERSON AVE    ,False,SIMPLE ASSAULT,43.0080602960001,-76.1428413519999,208
-8475435.01384643,5323011.38672199,2024/01/21 05:00:00+00,0,1600,100 DARLINGTON RD     ,False,CRIMINAL MISCHIEF,43.0724854440001,-76.136128125,209
-8478170.76113187,5314917.40232389,2024/01/07 05:00:00+00,1100,1100,800 BRIGHTON AVE  ,False,SIMPLE ASSAULT,43.019348845,-76.160703761,210
-8477382.0499605,5318739.12727371,2024/01/25 05:00:00+00,2237,2237,100 DICKERSON ST     ,False,OFFN AGAINST FAMILY,43.044444012,-76.153618648,211
-8477939.91111332,5322689.47672076,2024/01/14 05:00:00+00,1028,1028,500 TURTLE ST   ,True,SIMPLE ASSAULT,43.0703730000001,-76.15863,212
-8476022.82250263,5321743.21476176,2024/02/16 05:00:00+00,856,856,900 HIGHLAND ST   ,False,OFFN AGAINST FAMILY,43.0641630000001,-76.1414085,213
-8477873.01533512,5312433.77352937,2024/02/03 05:00:00+00,343,343,600 W  SENECA TPKE   ,False,CRIMINAL MISCHIEF,43.003034719,-76.1580290649999,214
-8476116.2035254,5313612.55726969,2024/02/14 05:00:00+00,1640,1640,100 BALLANTYNE RD     ,True,CRIMINAL MISCHIEF,43.0107782950001,-76.142247356,215
-8477028.20459504,5320207.45736744,2024/01/22 05:00:00+00,1800,630,400 PEARL ST     ,False,CRIMINAL MISCHIEF,43.054083,-76.1504400009999,216
-8475672.01103858,5320386.93826944,2024/01/07 05:00:00+00,1825,1825,700 LODI ST   ,True,CRIMINAL MISCHIEF,43.0552611150001,-76.138257107,217
-8476328.89544256,5318090.71990164,2024/02/02 05:00:00+00,222,222,1100 S  MCBRIDE ST   ,True,POSSESSION/USE DANGEROUS WEAPONS,43.0401870000001,-76.1441579999999,218
-8474244.28903198,5318990.02233264,2024/01/14 05:00:00+00,959,959,100 MAPLE TER  ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0460911430001,-76.125431662,219
-8478402.27661834,5314989.1397893,2024/02/16 05:00:00+00,1418,1422,200 GLENWOOD AVE  ,True,CRIMINAL MISCHIEF,43.01982,-76.1627835,220
-8476893.06763128,5320467.80410322,2024/02/03 05:00:00+00,1954,1954,300 PROSPECT AVE    ,False,OFFN AGAINST FAMILY,43.0557919120001,-76.149226045,221
-8479184.61619601,5317378.83963859,2024/02/14 05:00:00+00,2357,2357,200 PUTNAM ST     ,False,SIMPLE ASSAULT,43.0355129270001,-76.169811376,222
-8476152.96678723,5320954.59282894,2024/01/22 05:00:00+00,240,247,100 ROSEWOOD ST     ,True,SIMPLE ASSAULT,43.0589870580001,-76.142577606,223
-8473442.99330349,5322782.73671214,2024/01/07 05:00:00+00,1912,1912,100 VILLAGE DR   ,True,SIMPLE ASSAULT,43.0709850000001,-76.1182335,224
-8476088.72052423,5324265.21363652,2024/01/25 05:00:00+00,2305,2307,2000 COURT ST     ,False,SIMPLE ASSAULT,43.080712637,-76.1420004719999,225
-8476219.19008438,5321887.20496296,2024/01/14 05:00:00+00,1330,1330,1100 BUTTERNUT ST   ,False,SIMPLE ASSAULT,43.0651080000001,-76.1431724999999,226
-8474712.36945701,5319092.8201619,2024/02/16 05:00:00+00,1203,1203,1400 E  GENESEE ST   ,True,OFFN AGAINST FAMILY,43.046766,-76.1296364999999,227
-8474917.32778651,5312871.07526283,2024/02/03 05:00:00+00,15,15,800 E  BRIGHTON AVE  ,False,CRIMINAL MISCHIEF,43.005907522,-76.131477672,228
-8479141.77767297,5317679.31323462,2024/02/14 05:00:00+00,1742,1742,500 DELAWARE ST     ,False,SIMPLE ASSAULT,43.037485824,-76.169426551,229
-8477382.46095206,5319678.8471358,2024/01/22 05:00:00+00,0,839,200 W  WATER ST     ,True,CRIMINAL MISCHIEF,43.0506130640001,-76.15362234,230
-8478299.54041688,5315490.37705753,2024/01/07 05:00:00+00,1733,1740,1500 W  COLVIN ST   ,False,SIMPLE ASSAULT,43.0231119090001,-76.161860605,231
-8476039.35344701,5322120.33666158,2024/02/02 05:00:00+00,1615,1615,1000 HIGHLAND ST   ,True,CRIMINAL MISCHIEF,43.0666380000001,-76.141557,232
-8479688.18115588,5319493.85335513,2024/01/14 05:00:00+00,1217,1217,100 LAKEVIEW AVE  ,False,OFFN AGAINST FAMILY,43.0493986700001,-76.1743349769999,233
-8476022.82250263,5321743.21476176,2024/02/16 05:00:00+00,1546,1546,900 HIGHLAND ST   ,False,CRIMINAL MISCHIEF,43.0641630000001,-76.1414085,234
-8473886.06725207,5320988.58302676,2024/02/04 05:00:00+00,700,811,900 TEALL AVE    ,False,SIMPLE ASSAULT,43.059210154,-76.122213701,235
-8476723.97844546,5315759.14628056,2024/02/15 05:00:00+00,111,111,100 CANNON ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.024876996,-76.147707091,236
-8473046.48674695,5323085.39816193,2024/01/22 05:00:00+00,1045,1045,200 TAFT AVE    ,True,SIMPLE ASSAULT,43.0729711130001,-76.114671621,237
-8476344.33501066,5320590.35839261,2024/01/07 05:00:00+00,1917,1917,700 HICKORY ST   ,True,CRIMINAL MISCHIEF,43.0565963400001,-76.144296696,238
-8472830.94159991,5319302.8669323,2024/01/25 05:00:00+00,2328,2330,200 CROLY ST     ,False,SIMPLE ASSAULT,43.0481449120001,-76.112735346,239
-8473039.86858058,5318853.4372913,2024/01/14 05:00:00+00,600,1030,500 WESTMORELAND AVE  ,True,CRIMINAL MISCHIEF,43.0451944650001,-76.1146121689999,240
-8475408.29716864,5320336.48098368,2024/01/14 05:00:00+00,1830,1500,100 FOUNTAIN ST   ,True,CRIMINAL MISCHIEF,43.0549299150001,-76.135888125,241
-8472129.03369392,5322766.27899893,2024/01/14 05:00:00+00,1829,1829,200 N  EDWARDS AVE  ,False,SIMPLE ASSAULT,43.0708770000001,-76.10643,242
-8479620.05618786,5322321.931704,2024/01/14 05:00:00+00,1803,1803,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,243
-8477573.70883912,5321306.98157876,2024/01/14 05:00:00+00,1054,1054,1100 N  STATE ST   ,False,SIMPLE ASSAULT,43.0612999360001,-76.155340349,244
-8473640.86369838,5316562.41548331,2024/01/15 05:00:00+00,1010,1010,200 KENSINGTON PL     ,False,OFFN AGAINST FAMILY,43.030152,-76.120011,245
-8476453.79168109,5320965.09431449,2024/01/14 05:00:00+00,2200,2210,700 E  LAUREL ST   ,False,SIMPLE ASSAULT,43.059055985,-76.145279962,246
-8475541.2277801,5323004.54258039,2024/01/14 05:00:00+00,2350,2350,100 MAYAR ST   ,False,SIMPLE ASSAULT,43.072440532,-76.137082261,247
-8478313.07720092,5319111.9202099,2024/01/15 05:00:00+00,327,327,200 NIAGARA ST   ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0468913890001,-76.161982208,248
-8476707.42635038,5319200.73520718,2024/01/14 05:00:00+00,2031,2031,500 S  STATE ST   ,False,POSSESSION/USE DRUG,43.0474744430001,-76.147558401,249
-8478147.68860893,5322330.9217557,2024/01/15 05:00:00+00,1016,1016,300 TURTLE ST     ,True,CRIMINAL MISCHIEF,43.0680199980001,-76.1604964969999,250
-8477382.0499605,5318739.12727371,2024/01/15 05:00:00+00,1645,1645,100 DICKERSON ST     ,False,POSSESSION/USE DRUG,43.044444012,-76.153618648,251
-8476040.66312082,5321574.40713318,2024/01/15 05:00:00+00,543,543,600 PARK ST     ,False,OFFN AGAINST FAMILY,43.063055106,-76.141568765,252
-8477059.71257504,5322189.78817663,2024/01/15 05:00:00+00,1808,1808,600 CARBON ST     ,False,OFFN AGAINST FAMILY,43.0670937900001,-76.150723042,253
-8475704.72705768,5312307.78088312,2024/01/15 05:00:00+00,2030,2035,200 MONTICELLO DR   N ,False,CRIMINAL MISCHIEF,43.0022070000001,-76.1385509999999,254
-8476866.76383748,5314870.45820795,2024/01/15 05:00:00+00,1649,1649,300 W  LAFAYETTE AVE    ,False,POSSESSION/USE DANGEROUS WEAPONS,43.019040525,-76.148989754,255
-8474674.4606063,5312165.99367544,2024/01/15 05:00:00+00,2010,2014,100 LAFAYETTE RD     ,False,SIMPLE ASSAULT,43.001275504,-76.129295959,256
-8473226.21028372,5317094.52779762,2024/01/15 05:00:00+00,1800,1800,200 MILES AVE    ,False,CRIMINAL MISCHIEF,43.0336460890001,-76.116286105,257
-8480943.53361391,5318947.50210787,2024/01/15 05:00:00+00,1515,1600,400 TENNYSON AVE    ,False,CRIMINAL MISCHIEF,43.0458120000001,-76.1856119999999,258
-8478156.31620342,5318325.1277072,2024/01/16 05:00:00+00,209,209,200 SHONNARD ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.041726,-76.1605739999999,259
-8476099.38815972,5318467.06106443,2024/01/16 05:00:00+00,155,155,700 E  ADAMS ST     ,False,SIMPLE ASSAULT,43.042657842,-76.142096301,260
-8477199.40228334,5317122.73612133,2024/01/16 05:00:00+00,700,700,100 ALEXANDER AVE    ,False,POSSESSION/USE DRUG,43.0338313120001,-76.1519778959999,261
-8474488.08339224,5319122.63684231,2024/01/16 05:00:00+00,659,659,1500 E  GENESEE ST     ,False,POSSESSION/USE DRUG,43.0469617420001,-76.127621704,262
-8479052.00084135,5318883.12677994,2024/01/16 05:00:00+00,1312,1312,700 MARCELLUS ST     ,False,CRIMINAL MISCHIEF,43.045389377,-76.168620072,263
-8477104.94279734,5320313.96572661,2024/01/16 05:00:00+00,1330,1330,200 E  BELDEN AVE    ,False,OFFN AGAINST FAMILY,43.054782125,-76.1511293519999,264
-8478392.06784179,5323148.47892739,2024/01/16 05:00:00+00,423,1507,1600 SPRING ST     ,True,CRIMINAL MISCHIEF,43.0733850510001,-76.162691793,265
-8478168.83964614,5313583.28291985,2024/01/16 05:00:00+00,1914,1914,300 BARNES AVE    ,False,SIMPLE ASSAULT,43.010586,-76.1606864999999,266
-8478168.83964614,5313583.28291985,2024/01/16 05:00:00+00,1955,1955,300 BARNES AVE    ,False,SIMPLE ASSAULT,43.010586,-76.1606864999999,267
-8475322.01064834,5322561.9314755,2024/01/16 05:00:00+00,2310,2310,600 HELEN ST     ,False,SIMPLE ASSAULT,43.069536,-76.1351129999999,268
-8476707.42635038,5319200.73520718,2024/01/16 05:00:00+00,1529,1529,500 S  STATE ST     ,False,OFFN AGAINST FAMILY,43.0474744430001,-76.147558401,269
-8471794.9082423,5319405.39872941,2024/01/17 05:00:00+00,716,716,100 W  FAYETTE ST   ,False,OFFN AGAINST FAMILY,43.048818,-76.1034284999999,270
,,2024/01/16 05:00:00+00,1730,2030,0 PRESIDENTIAL CT     ,False,OFFN AGAINST FAMILY,,,271
-8476516.58834169,5316684.24240964,2024/01/16 05:00:00+00,1559,1559,1500 S  STATE ST     ,False,SIMPLE ASSAULT,43.030951988,-76.145844074,272
-8475247.28421188,5320986.61381146,2024/01/16 05:00:00+00,2200,2230,1000 JAMES ST   ,False,OFFN AGAINST FAMILY,43.0591972290001,-76.134441721,273
-8477073.07581199,5319713.4487405,2024/01/16 05:00:00+00,842,842,100 S  WARREN ST     ,False,FORGERY/COUNTERFEIT,43.0508402040001,-76.150843086,274
-8477917.56673118,5323605.09501494,2024/01/17 05:00:00+00,20,22,3000 GRANT BLVD   ,False,SIMPLE ASSAULT,43.0763812970001,-76.158429277,275
-8474802.89413296,5318686.46431138,2024/01/16 05:00:00+00,0,900,1200 HARRISON ST   ,False,CRIMINAL MISCHIEF,43.044098273,-76.130449697,276
-8477092.82544813,5318776.13938196,2024/01/17 05:00:00+00,1542,1542,100 ONONDAGA AVE  ,False,OFFN AGAINST FAMILY,43.0446870000001,-76.1510205,277
-8476708.10528795,5320961.592396,2024/01/17 05:00:00+00,1656,1656,500 BUTTERNUT ST   ,False,ALL OTHER OFFENSES,43.0590330000001,-76.1475645,278
-8476411.61016568,5313859.62656836,2024/01/17 05:00:00+00,905,905,200 HALL AVE  ,False,OFFN AGAINST FAMILY,43.0124012000001,-76.1449010389999,279
-8476707.42635038,5319200.73520718,2024/01/17 05:00:00+00,923,923,500 S  STATE ST   ,False,OFFN AGAINST FAMILY,43.0474744430001,-76.147558401,280
-8480678.03662837,5319990.82619624,2024/01/18 05:00:00+00,430,430,1800 E  FAYETTE ST     ,False,SIMPLE ASSAULT,43.0526610000001,-76.183227,281
-8476707.42635038,5319200.73520718,2024/01/17 05:00:00+00,923,923,500 S  STATE ST   ,False,OFFN AGAINST FAMILY,43.0474744430001,-76.147558401,282
,,2024/01/17 05:00:00+00,1200,1200,0 WALSH CIR  ,False,OFFN AGAINST FAMILY,,,283
-8477382.0499605,5318739.12727371,2024/01/17 05:00:00+00,1054,1054,100 DICKERSON ST   ,False,OFFN AGAINST FAMILY,43.044444012,-76.153618648,284
-8475489.13404327,5323857.26139211,2024/01/17 05:00:00+00,1726,1726,100 MAPLEHURST AVE  ,False,SIMPLE ASSAULT,43.0780359120001,-76.136614295,285
-8471398.25374215,5319094.44822435,2024/01/17 05:00:00+00,1321,1321,900 SALT SPRINGS RD   ,True,CRIMINAL MISCHIEF,43.0467766880001,-76.0998652919999,286
-8473613.67580519,5321065.74916968,2024/01/17 05:00:00+00,1854,1854,300 KINNE ST   ,False,SIMPLE ASSAULT,43.059716634,-76.119766767,287
,,2024/01/18 05:00:00+00,900,900,0 WALSH CIR    ,False,SIMPLE ASSAULT,,,288
-8476466.10116774,5321283.3432083,2024/01/18 05:00:00+00,1114,1114,100 PETERS ST     ,False,SIMPLE ASSAULT,43.0611447900001,-76.1453905399999,289
-8477574.80221915,5323415.8543451,2024/01/18 05:00:00+00,1246,1246,2800 GRANT BLVD   ,False,OFFN AGAINST FAMILY,43.0751395460001,-76.155350171,290
-8476453.79168109,5320965.09431449,2024/01/18 05:00:00+00,1302,1302,700 E  LAUREL ST     ,True,SIMPLE ASSAULT,43.059055985,-76.145279962,291
-8476707.42635038,5319200.73520718,2024/01/16 05:00:00+00,1529,1529,500 S  STATE ST     ,False,OFFN AGAINST FAMILY,43.0474744430001,-76.147558401,292
-8477137.40901551,5323952.68013358,2024/01/18 05:00:00+00,1451,1451,200 SEVENTH NORTH ST     ,False,OFFN AGAINST FAMILY,43.0786620000001,-76.151421001,293
-8479345.04138586,5320192.37528778,2024/01/14 05:00:00+00,2010,2010,1000 W  GENESEE ST   ,False,SIMPLE ASSAULT,43.0539840000001,-76.1712525,294
-8476466.10116774,5321283.3432083,2024/01/18 05:00:00+00,1548,1548,100 PETERS ST     ,False,SIMPLE ASSAULT,43.0611447900001,-76.1453905399999,295
-8478065.51667965,5322513.46473899,2024/01/18 05:00:00+00,1608,1608,1600 PARK ST     ,False,SIMPLE ASSAULT,43.06921794,-76.1597583339999,296
-8476475.33434027,5319943.21599977,2024/01/18 05:00:00+00,1632,1632,200 N  TOWNSEND ST     ,True,CRIMINAL MISCHIEF,43.052348475,-76.145473483,297
-8475634.45195371,5318461.85734246,2024/01/18 05:00:00+00,1600,1605,700 IRVING AVE    ,False,CRIMINAL MISCHIEF,43.042623678,-76.137919708,298
-8476427.07923344,5318085.23674849,2024/01/19 05:00:00+00,330,330,100 RADISSON CT     ,False,SIMPLE ASSAULT,43.040151,-76.1450399999999,299
-8480271.94869193,5317124.37587183,2024/01/18 05:00:00+00,2339,2339,1600 W  ONONDAGA ST     ,False,SIMPLE ASSAULT,43.0338420790001,-76.17957905,300
-8479620.05618786,5322321.931704,2024/01/18 05:00:00+00,1500,1500,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,301
-8479620.05618786,5322321.931704,2024/01/19 05:00:00+00,921,921,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,302
-8476142.32698162,5323139.22353589,2024/01/19 05:00:00+00,1143,1143,100 HOOD AVE    ,False,SIMPLE ASSAULT,43.0733243170001,-76.142482027,303
-8480314.92469454,5319955.60064496,2024/01/19 05:00:00+00,926,926,1000 PARK AVE    ,False,OFFN AGAINST FAMILY,43.052429771,-76.17996511,304
-8476548.68419991,5314917.02807335,2024/01/19 05:00:00+00,1527,1527,200 W  LAFAYETTE AVE    ,False,SIMPLE ASSAULT,43.019346387,-76.146132396,305
-8476790.12237182,5314493.6258728,2024/01/19 05:00:00+00,1108,1126,300 W  PLEASANT AVE    ,False,ALL OTHER OFFENSES,43.0165655060001,-76.148301272,306
-8476518.92883397,5322522.90465469,2024/01/19 05:00:00+00,1713,1713,200 CLEVELAND AVE    ,False,CRIMINAL MISCHIEF,43.069279889,-76.1458650989999,307
,,2024/01/19 05:00:00+00,1921,1921,0 WALSH CIR    ,False,SIMPLE ASSAULT,,,308
-8476475.33434027,5319943.21599977,2024/01/19 05:00:00+00,1552,1552,200 N  TOWNSEND ST     ,False,CRIMINAL MISCHIEF,43.052348475,-76.145473483,309
-8480685.04975628,5319079.11081497,2024/01/19 05:00:00+00,2236,2236,300 TENNYSON AVE    ,False,SIMPLE ASSAULT,43.046676,-76.1832899999999,310
-8479458.70571041,5317397.66737675,2024/01/19 05:00:00+00,2007,2007,200 ROWLAND ST     ,True,CRIMINAL MISCHIEF,43.035636551,-76.172273564,311
-8470036.17316573,5320375.02974651,2024/01/19 05:00:00+00,2326,2326,3000 ERIE BLVD E ,False,SIMPLE ASSAULT,43.055182948,-76.087629514,312
-8478661.26141367,5316781.70838345,2024/01/19 05:00:00+00,2200,1800,300 E  ONONDAGA ST     ,False,CRIMINAL MISCHIEF,43.031592,-76.16511,313
-8479660.77663496,5317441.63196223,2024/01/19 05:00:00+00,2309,2309,1200 S  GEDDES ST     ,True,CRIMINAL MISCHIEF,43.035925224,-76.174088798,314
-8478661.26141367,5316781.70838345,2024/01/19 05:00:00+00,0,730,300 ONONDAGA TER    ,False,CRIMINAL MISCHIEF,43.031592,-76.16511,315
-8479936.14788198,5319649.43663423,2024/01/20 05:00:00+00,607,607,600 RICHMOND AVE    ,False,SIMPLE ASSAULT,43.05042,-76.1765625,316
-8477602.60693365,5319381.70743641,2024/01/20 05:00:00+00,128,128,300 S  FRANKLIN ST     ,False,ALL OTHER OFFENSES,43.0486624750001,-76.1555999449999,317
-8478076.16617005,5318909.11658414,2024/01/20 05:00:00+00,1455,1455,300 TULLY ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0455600000001,-76.1598539999999,318
-8476149.40478617,5314953.35937398,2024/01/19 05:00:00+00,730,750,2900 S  SALINA ST     ,False,CRIMINAL MISCHIEF,43.019585003,-76.142545608,319
-8478399.77192979,5315122.06312202,2024/01/20 05:00:00+00,2311,2311,300 HILLVIEW AVE    ,False,CRIMINAL MISCHIEF,43.0206930000001,-76.162761,320
-8477079.67538801,5321095.57260424,2024/01/20 05:00:00+00,231,231,900 N  TOWNSEND ST     ,False,SIMPLE ASSAULT,43.059912379,-76.150902371,321
-8476738.16143914,5315782.59678606,2024/01/20 05:00:00+00,1010,910,300 W  COLVIN ST     ,False,SIMPLE ASSAULT,43.0250310000001,-76.1478344989999,322
-8475515.37260385,5317802.85871067,2024/02/16 05:00:00+00,1601,1601,100 CROUSE DR   ,False,SIMPLE ASSAULT,43.0382970000001,-76.13685,323
-8477078.6141793,5319128.06805147,2024/01/22 05:00:00+00,1021,1021,400 S  WARREN ST     ,False,SIMPLE ASSAULT,43.046997397,-76.1508928379999,324
-8477361.82688257,5321634.62887654,2024/02/15 05:00:00+00,326,326,2000 LODI ST     ,False,SIMPLE ASSAULT,43.0634503470001,-76.153436981,325
-8478783.41273619,5319913.45839817,2024/01/07 05:00:00+00,2357,2357,600 PARK AVE  ,False,SIMPLE ASSAULT,43.0521531380001,-76.166207304,326
-8474004.5444748,5319309.43051296,2024/02/02 05:00:00+00,1903,1903,1600 E  FAYETTE ST   ,True,POSSESSION/USE DANGEROUS WEAPONS,43.048188,-76.123278,327
-8474770.43014118,5317957.00118334,2024/02/04 05:00:00+00,1157,1157,700 COMSTOCK AVE    ,False,OFFN AGAINST FAMILY,43.039309055,-76.130158068,328
-8472011.21815423,5322454.39923438,2024/02/14 05:00:00+00,1915,1915,100 S  MIDLER AVE  ,False,CRIMINAL MISCHIEF,43.068830324,-76.1053716449999,329
-8478392.06784179,5323148.47892739,2024/01/07 05:00:00+00,2107,2107,1600 SPRING ST   ,True,CRIMINAL MISCHIEF,43.0733850510001,-76.162691793,330
-8477225.5739409,5314302.62771498,2024/02/02 05:00:00+00,2029,2029,200 KENMORE AVE  ,False,SIMPLE ASSAULT,43.0153110000001,-76.152213,331
-8478042.10240587,5317965.97896355,2024/02/16 05:00:00+00,1555,1555,600 W  ONONDAGA ST   ,True,SIMPLE ASSAULT,43.039368,-76.159548,332
