X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,LAT,LONG,CRIME_WEIGHT
-8478368.16966219,5317037.26572428,2023/06/04 00:00:00+00,0200,200,200 PALMER AV   ,BURGLARY,43.03327009,-76.162477112,10
-8479810.97946729,5316814.87140014,2023/10/27 00:00:00+00,1700,1700,1600 S GEDDES ST     ,BURGLARY,43.0318097640001,-76.175438093,10
-8475843.80450879,5312629.88025577,2023/05/05 00:00:00+00,1535,1900,200 SENECA DR     ,MV THEFT,43.0043230360001,-76.139800354,37
-8473821.45341211,5319706.59132415,2023/06/29 00:00:00+00,0021,21,200 TEALL AV   ,BURGLARY,43.050795189,-76.121633265,10
-8477231.08414438,5318644.53494196,2023/11/05 00:00:00+00,1000,1006,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/09/12 00:00:00+00,1608,1608,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/08/25 00:00:00+00,1103,1103,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/08/02 00:00:00+00,1355,1355,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/09/26 00:00:00+00,1017,1017,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/03/02 00:00:00+00,0826,826,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/03/23 00:00:00+00,0625,625,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8476461.03023099,5315369.14460337,2023/09/22 00:00:00+00,0330,330,300 WEBSTER AV   ,ROBBERY,43.0223157230001,-76.145344987,10
-8476708.10528795,5320961.592396,2023/07/30 00:00:00+00,0920,920,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8478920.74703538,5318408.7482888,2023/01/23 00:00:00+00,1154,1154,500 SEYMOUR ST     ,BURGLARY,43.0422750000001,-76.167440999,30
-8478569.74499237,5322791.63272775,2023/08/27 00:00:00+00,0236,236,300 WOLF ST   ,LARCENY,43.0710433780001,-76.164287894,2
-8477983.49269397,5320140.27374536,2023/06/01 00:00:00+00,1600,1000,500 W GENESEE ST     ,MV THEFT,43.053642,-76.1590214999999,6
-8477983.49269397,5320140.27374536,2023/06/10 00:00:00+00,1525,1525,500 W GENESEE ST     ,MV THEFT,43.053642,-76.1590214999999,6
-8471838.3039194,5322468.67048884,2023/09/07 00:00:00+00,1536,1536,3100 JAMES ST     ,LARCENY,43.068923979,-76.10381833,17
-8477983.49269397,5320140.27374536,2023/09/13 00:00:00+00,1700,1100,500 W GENESEE ST     ,MV THEFT,43.053642,-76.1590214999999,6
-8471858.51441823,5320115.25642467,2023/06/18 00:00:00+00,2202,2202,2500 ERIE BLVD E ,BURGLARY,43.0534777830001,-76.103999884,252
-8475016.43864611,5319059.91776306,2023/08/11 00:00:00+00,1218,1218,500 WALNUT AV   ,LARCENY,43.04655,-76.132368,2
-8471858.51441823,5320115.25642467,2023/07/16 00:00:00+00,2149,2149,2500 ERIE BLVD E ,BURGLARY,43.0534777830001,-76.103999884,252
-8476708.10528795,5320961.592396,2023/08/12 00:00:00+00,0315,315,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8475866.25731612,5314986.60665132,2023/08/15 00:00:00+00,0010,10,300 E BRIGHTON AV   ,MV THEFT,43.0198033630001,-76.140002051,2
-8471858.51441823,5320115.25642467,2023/10/29 00:00:00+00,1737,1737,2500 ERIE BLVD E ,BURGLARY,43.0534777830001,-76.103999884,252
-8476708.10528795,5320961.592396,2023/11/13 00:00:00+00,0809,809,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8477384.62199734,5319378.88703025,2023/06/19 00:00:00+00,0245,245,300 S CLINTON ST     ,MV THEFT,43.04864396,-76.153641753,2
-8471858.51441823,5320115.25642467,2023/09/08 00:00:00+00,1532,1532,2500 ERIE BLVD E ,LARCENY,43.0534777830001,-76.103999884,252
-8476708.10528795,5320961.592396,2023/11/15 00:00:00+00,1006,1006,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/06/24 00:00:00+00,0717,717,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/11/09 00:00:00+00,1319,1320,500 BUTTERNUT ST     ,ROBBERY,43.0590330000001,-76.1475645,357
-8476912.28760928,5319373.45369499,2023/11/06 00:00:00+00,1931,1931,300 MONTGOMERY ST     ,BURGLARY,43.048608292,-76.1493987009999,60
-8475885.40894396,5312805.05741224,2023/02/25 00:00:00+00,2000,2000,300 E GLEN AV   ,MV THEFT,43.005473834,-76.140174093,2
-8476779.91315001,5314341.35926564,2023/05/15 00:00:00+00,2000,2000,2500 MIDLAND AV   ,LARCENY,43.015565397,-76.148209561,2
-8471452.30236056,5321010.8075358,2023/08/04 00:00:00+00,0000,1300,2600 BURNET AV   ,MV THEFT,43.0593560250001,-76.100350819,2
-8471437.42907471,5320183.95919322,2023/08/12 00:00:00+00,2200,2200,2600 ERIE BLVD E ,MV THEFT,43.0539287560001,-76.10021721,106
-8471437.42907471,5320183.95919322,2023/12/12 00:00:00+00,0425,426,2600 ERIE BLVD E ,LARCENY,43.0539287560001,-76.10021721,106
-8478425.7359765,5322258.36784509,2023/11/07 00:00:00+00,2318,2324,2600 LODI ST     ,BURGLARY,43.0675438550001,-76.1629942389999,20
-8475734.28238249,5321194.7009945,2023/09/15 00:00:00+00,1530,1530,400 GRAVES ST     ,MV THEFT,43.0605630000001,-76.1388165,7
-8472235.90530313,5322442.77622765,2023/04/12 00:00:00+00,1226,1226,2800 JAMES ST     ,MV THEFT,43.0687540480001,-76.1073900439999,27
-8472235.90530313,5322442.77622765,2023/10/29 00:00:00+00,1510,1510,2800 JAMES ST     ,BURGLARY,43.0687540480001,-76.1073900439999,27
-8476738.66248818,5319966.14701444,2023/06/28 00:00:00+00,1714,1714,400 JAMES ST     ,LARCENY,43.0524990000001,-76.147839,62
-8476205.00775862,5315112.31839196,2023/03/16 00:00:00+00,1040,1040,2800 S SALINA ST     ,LARCENY,43.020629,-76.143045098,2
-8476738.66248818,5319966.14701444,2023/06/11 00:00:00+00,1000,1000,400 JAMES ST   ,BURGLARY,43.0524990000001,-76.147839,10
-8476708.10528795,5320961.592396,2023/06/18 00:00:00+00,1623,1623,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8479329.10165929,5318776.0345851,2023/04/11 00:00:00+00,1703,1703,300 S GEDDES ST     ,MV THEFT,43.0446863120001,-76.171109311,2
-8478408.78891986,5323458.89950132,2023/07/07 00:00:00+00,1326,1326,500 HIAWATHA BLVD E ,MV THEFT,43.0754220000001,-76.1628420009999,12
-8476708.10528795,5320961.592396,2023/05/13 00:00:00+00,1246,1246,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476944.97145706,5320019.91755104,2023/10/25 00:00:00+00,2200,2200,300 E WILLOW ST     ,BURGLARY,43.052851962,-76.149692305,10
-8478423.8169398,5320548.86732072,2023/07/31 00:00:00+00,1700,540,400 LEAVENWORTH AVE    ,MV THEFT,43.0563240000001,-76.162977,2
-8476708.10528795,5320961.592396,2023/02/18 00:00:00+00,1628,1628,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/05/16 00:00:00+00,1231,2350,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/09/21 00:00:00+00,0837,837,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/10/05 00:00:00+00,2147,2147,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/10/10 00:00:00+00,1000,1020,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/06/25 00:00:00+00,1157,1157,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/09/22 00:00:00+00,1448,1448,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/09/25 00:00:00+00,2101,2101,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/04/03 00:00:00+00,1830,2000,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/09/29 00:00:00+00,1016,1016,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/10/03 00:00:00+00,1635,1635,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/02/24 00:00:00+00,0720,720,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8477235.85696755,5319378.90089236,2023/10/25 00:00:00+00,1041,1041,300 S SALINA ST     ,LARCENY,43.0486440510001,-76.152305374,8
-8476708.10528795,5320961.592396,2023/06/12 00:00:00+00,1815,1815,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476028.381798,5314584.0446744,2023/10/26 00:00:00+00,1355,1355,3200 S  SALINA ST     ,LARCENY,43.017159382,-76.14145844,32
-8476708.10528795,5320961.592396,2023/06/04 00:00:00+00,1425,1425,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8481493.56321792,5319650.80765171,2023/08/10 00:00:00+00,1500,650,500 WILLIS AV   ,MV THEFT,43.0504290000001,-76.190553,2
-8477170.97161935,5320820.35883963,2023/05/24 00:00:00+00,1457,1600,500 N  SALINA ST     ,LARCENY,43.0581060000001,-76.151722499,27
-8476028.381798,5314584.0446744,2023/03/15 00:00:00+00,1550,1559,3200 S SALINA ST     ,LARCENY,43.017159382,-76.14145844,2
-8477395.8926505,5319260.07581403,2023/08/05 00:00:00+00,0040,50,400 S  CLINTON ST     ,LARCENY,43.0478640000001,-76.153742999,90
-8476708.10528795,5320961.592396,2023/10/31 00:00:00+00,2153,2153,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/10/30 00:00:00+00,1006,1006,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/10/10 00:00:00+00,1015,1030,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/09/15 00:00:00+00,1731,1731,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/11/10 00:00:00+00,2102,2102,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/02/06 00:00:00+00,1941,1941,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/06/21 00:00:00+00,2045,2045,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8479271.86874685,5319751.05760366,2023/12/21 00:00:00+00,1813,1813,300 N  GEDDES ST     ,MV THEFT,43.0510870840001,-76.170595179,2
-8477291.19678073,5319070.88521648,2023/06/23 00:00:00+00,2136,2221,400 S SALINA ST     ,BURGLARY,43.0466220000001,-76.1528025,24
-8477291.19678073,5319070.88521648,2023/05/26 00:00:00+00,0727,727,400 S SALINA ST     ,BURGLARY,43.0466220000001,-76.1528025,24
-8477291.19678073,5319070.88521648,2023/07/20 00:00:00+00,1900,1900,400 S SALINA ST     ,LARCENY,43.0466220000001,-76.1528025,24
-8477291.19678073,5319070.88521648,2023/06/21 00:00:00+00,1052,1052,400 S SALINA ST     ,LARCENY,43.0466220000001,-76.1528025,24
-8476493.31655686,5317660.61149272,2023/05/30 00:00:00+00,0228,230,300 OAKWOOD AV   ,LARCENY,43.037363031,-76.14563502,4
-8476493.31655686,5317660.61149272,2023/06/09 00:00:00+00,2310,2310,300 OAKWOOD AV   ,LARCENY,43.037363031,-76.14563502,4
-8478632.67534767,5318844.59102638,2023/03/06 00:00:00+00,1400,1400,300 OSWEGO ST     ,LARCENY,43.045136389,-76.164853207,12
-8478551.55605549,5318426.56916521,2023/04/01 00:00:00+00,2251,2251,400 SEYMOUR ST     ,MV THEFT,43.0423920000001,-76.1641245,32
-8477235.85696755,5319378.90089236,2023/08/30 00:00:00+00,1922,1922,300 S SALINA ST     ,LARCENY,43.0486440510001,-76.152305374,8
-8476708.10528795,5320961.592396,2023/09/12 00:00:00+00,2044,2044,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/03/19 00:00:00+00,2013,2014,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/10/03 00:00:00+00,1430,1430,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8477835.71606994,5318178.45078948,2023/07/07 00:00:00+00,1322,1322,400 W  ONONDAGA ST     ,LARCENY,43.040763,-76.1576939999999,34
-8476708.10528795,5320961.592396,2023/01/12 00:00:00+00,1017,1017,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/11/04 00:00:00+00,0720,731,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8477835.71606994,5318178.45078948,2023/05/28 00:00:00+00,1502,1502,400 W  ONONDAGA ST     ,LARCENY,43.040763,-76.1576939999999,34
-8476708.10528795,5320961.592396,2023/07/07 00:00:00+00,2248,2248,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8477231.08414438,5318644.53494196,2023/01/20 00:00:00+00,0935,935,500 S  SALINA ST     ,LARCENY,43.043823,-76.152262499,254
-8476708.10528795,5320961.592396,2023/07/03 00:00:00+00,2159,2159,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/02/28 00:00:00+00,1251,1251,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8477231.08414438,5318644.53494196,2023/05/17 00:00:00+00,0909,909,500 S  SALINA ST     ,LARCENY,43.043823,-76.152262499,254
-8476708.10528795,5320961.592396,2023/08/07 00:00:00+00,0758,758,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8477231.08414438,5318644.53494196,2023/02/01 00:00:00+00,1130,1133,500 S  SALINA ST     ,LARCENY,43.043823,-76.152262499,254
-8477231.08414438,5318644.53494196,2023/01/09 00:00:00+00,1955,1955,500 S  SALINA ST     ,LARCENY,43.043823,-76.152262499,254
-8477235.85696755,5319378.90089236,2023/04/25 00:00:00+00,1513,1513,300 S SALINA ST     ,LARCENY,43.0486440510001,-76.152305374,8
-8477259.23105499,5316288.18248446,2023/10/27 00:00:00+00,1505,1505,300 KIRK AV   ,LARCENY,43.0283511850001,-76.152515347,2
-8478924.96637804,5318107.13876604,2023/10/20 00:00:00+00,1012,1012,300 MERRIMAN AV   ,LARCENY,43.040294799,-76.167478902,2
-8476708.10528795,5320961.592396,2023/09/23 00:00:00+00,0939,939,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8477443.98289316,5319085.96548592,2023/07/21 00:00:00+00,1622,1622,500 S CLINTON ST     ,LARCENY,43.046721,-76.1541750009999,4
-8477835.71606994,5318178.45078948,2023/06/12 00:00:00+00,1651,1651,400 W ONONDAGA ST     ,LARCENY,43.040763,-76.1576939999999,18
-8476281.80740928,5320496.76379018,2023/04/22 00:00:00+00,0030,30,500 CATHERINE ST     ,MV THEFT,43.055982,-76.143735001,124
-8477835.71606994,5318178.45078948,2023/02/14 00:00:00+00,1546,1546,400 W ONONDAGA ST     ,LARCENY,43.040763,-76.1576939999999,18
-8477835.71606994,5318178.45078948,2023/03/30 00:00:00+00,2000,2000,400 W ONONDAGA ST     ,LARCENY,43.040763,-76.1576939999999,18
-8477835.71606994,5318178.45078948,2023/03/11 00:00:00+00,1811,1924,400 W ONONDAGA ST     ,LARCENY,43.040763,-76.1576939999999,18
-8477835.71606994,5318178.45078948,2023/07/17 00:00:00+00,0144,144,400 W ONONDAGA ST     ,BURGLARY,43.040763,-76.1576939999999,18
-8476617.78187764,5322095.19244226,2023/01/18 00:00:00+00,1530,645,300 SPRING ST     ,LARCENY,43.0664729850001,-76.146753111,2
-8477231.08414438,5318644.53494196,2023/11/09 00:00:00+00,2015,2015,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477235.85696755,5319378.90089236,2023/01/21 00:00:00+00,0751,751,300 S  SALINA ST     ,BURGLARY,43.0486440510001,-76.152305374,111
-8478805.53136241,5319749.52143829,2023/12/08 00:00:00+00,1700,1930,400 WILKINSON ST     ,MV THEFT,43.0510770000001,-76.1664059989999,17
-8477231.08414438,5318644.53494196,2023/04/06 00:00:00+00,1150,1150,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/08/21 00:00:00+00,1056,1056,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/10/04 00:00:00+00,1356,1356,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/06/09 00:00:00+00,0615,620,500 S SALINA ST     ,LARCENY,43.043823,-76.152262499,46
-8477231.08414438,5318644.53494196,2023/05/16 00:00:00+00,1640,1640,500 S SALINA ST     ,BURGLARY,43.043823,-76.152262499,46
-8477972.16459995,5322229.47187567,2023/09/23 00:00:00+00,1800,1100,300 COURT ST     ,BURGLARY,43.0673542210001,-76.158919738,95
-8476708.10528795,5320961.592396,2023/10/02 00:00:00+00,1505,1505,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/08/25 00:00:00+00,0335,335,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/08/16 00:00:00+00,0400,400,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/02/11 00:00:00+00,0946,946,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/09/13 00:00:00+00,1200,1205,500 BUTTERNUT ST   ,LARCENY,43.0590330000001,-76.1475645,20
-8476708.10528795,5320961.592396,2023/10/26 00:00:00+00,2021,2021,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/08/06 00:00:00+00,1551,1551,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/10/26 00:00:00+00,1419,1419,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/06/13 00:00:00+00,2052,2052,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/09/13 00:00:00+00,1412,1412,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8477235.85696755,5319378.90089236,2023/08/08 00:00:00+00,0849,849,300 S SALINA ST     ,LARCENY,43.0486440510001,-76.152305374,8
-8476708.10528795,5320961.592396,2023/04/13 00:00:00+00,0624,624,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/10/30 00:00:00+00,1827,1827,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/11/15 00:00:00+00,0937,937,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/01/25 00:00:00+00,0804,807,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/11/26 00:00:00+00,2004,2004,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/09/13 00:00:00+00,1117,1117,500 BUTTERNUT ST     ,LARCENY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/01/08 00:00:00+00,1246,1246,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8476708.10528795,5320961.592396,2023/09/27 00:00:00+00,0737,737,500 BUTTERNUT ST     ,BURGLARY,43.0590330000001,-76.1475645,357
-8475207.29591308,5315886.7515823,2023/10/15 00:00:00+00,1400,855,800 E COLVIN ST     ,MV THEFT,43.025715,-76.1340825,2
-8475795.39689426,5319106.52952894,2023/07/18 00:00:00+00,0943,943,800 E GENESEE ST     ,LARCENY,43.046856,-76.139365501,2
-8478159.28019619,5319601.60805403,2023/01/23 00:00:00+00,1553,1553,500 ERIE BLVD W ,LARCENY,43.0501060300001,-76.160600626,31
-8477833.2113814,5321276.97600634,2023/09/19 00:00:00+00,0250,250,800 N CLINTON ST     ,LARCENY,43.0611030000001,-76.1576714999999,2
-8477417.934021,5321411.36008407,2023/08/05 00:00:00+00,0309,309,800 N SALINA ST     ,BURGLARY,43.061985,-76.153941,20
-8477417.934021,5321411.36008407,2023/08/05 00:00:00+00,0334,334,800 N SALINA ST     ,BURGLARY,43.061985,-76.153941,20
-8478684.83097813,5319005.10369018,2023/07/10 00:00:00+00,0856,856,500 MARCELLUS ST     ,LARCENY,43.0461901510001,-76.165321729,17
-8477160.9529765,5318109.91096297,2022/12/29 00:00:00+00,1034,1040,800 S  SALINA ST     ,LARCENY,43.040313,-76.1516324999999,12
-8478226.00777063,5321298.87468937,2023/09/30 00:00:00+00,1939,1939,400 SOLAR ST     ,LARCENY,43.0612467280001,-76.1612000499999,7
-8476833.8406528,5322737.47807061,2023/01/31 00:00:00+00,1355,1355,700 FIRST NORTH ST     ,LARCENY,43.0706880000001,-76.148694,166
-8476631.03001023,5321087.4006888,2023/01/20 00:00:00+00,0937,937,600 BUTTERNUT ST     ,LARCENY,43.0598587430001,-76.1468721209999,220
-8476631.03001023,5321087.4006888,2023/07/31 00:00:00+00,1200,1210,600 BUTTERNUT ST     ,LARCENY,43.0598587430001,-76.1468721209999,220
-8476631.03001023,5321087.4006888,2023/08/15 00:00:00+00,0330,330,600 BUTTERNUT ST   ,MV THEFT,43.0598587430001,-76.1468721209999,11
-8476833.8406528,5322737.47807061,2023/03/09 00:00:00+00,1000,1000,700 FIRST NORTH ST     ,BURGLARY,43.0706880000001,-76.148694,166
-8476631.03001023,5321087.4006888,2023/09/04 00:00:00+00,1711,1711,600 BUTTERNUT ST     ,LARCENY,43.0598587430001,-76.1468721209999,220
-8476631.03001023,5321087.4006888,2023/02/26 00:00:00+00,1110,1110,600 BUTTERNUT ST     ,LARCENY,43.0598587430001,-76.1468721209999,220
-8478159.28019619,5319601.60805403,2023/06/13 00:00:00+00,0832,832,500 ERIE BLVD W ,LARCENY,43.0501060300001,-76.160600626,31
-8476978.61165057,5322391.87385783,2023/08/10 00:00:00+00,0908,908,700 SPRING ST     ,BURGLARY,43.0684200000001,-76.1499944999999,40
-8476022.82250263,5321743.21476176,2023/08/01 00:00:00+00,2316,2316,900 HIGHLAND ST     ,LARCENY,43.0641630000001,-76.1414085,92
-8477231.08414438,5318644.53494196,2023/04/06 00:00:00+00,1310,1310,500 S SALINA ST     ,BURGLARY,43.043823,-76.152262499,46
-8481810.61481999,5316898.70446869,2023/09/22 00:00:00+00,2339,2339,4700 ONONDAGA BLVD   ,BURGLARY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/11/02 00:00:00+00,1816,1816,4700 ONONDAGA BLVD   ,LARCENY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/11/06 00:00:00+00,0600,608,4700 ONONDAGA BLVD   ,BURGLARY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/07/17 00:00:00+00,1816,1817,4700 ONONDAGA BLVD   ,LARCENY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/07/28 00:00:00+00,2117,2117,4700 ONONDAGA BLVD   ,BURGLARY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/07/17 00:00:00+00,1045,1045,4700 ONONDAGA BLVD   ,BURGLARY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/07/16 00:00:00+00,0812,812,4700 ONONDAGA BLVD   ,BURGLARY,43.032360248,-76.1934011229999,170
-8477836.71794536,5322871.88316265,2023/02/05 00:00:00+00,0148,148,600 TURTLE ST     ,BURGLARY,43.0715700000001,-76.157703,15
-8481810.61481999,5316898.70446869,2023/04/16 00:00:00+00,1629,1629,4700 ONONDAGA BLVD   ,BURGLARY,43.032360248,-76.1934011229999,170
-8478121.75150154,5320141.64483486,2023/05/22 00:00:00+00,0800,1600,600 W GENESEE ST     ,MV THEFT,43.0536510000001,-76.1602635,2
-8481810.61481999,5316898.70446869,2023/06/16 00:00:00+00,1819,1819,4700 ONONDAGA BLVD   ,LARCENY,43.032360248,-76.1934011229999,170
-8478042.10240587,5317965.97896355,2023/04/13 00:00:00+00,1000,1600,600 W ONONDAGA ST     ,MV THEFT,43.039368,-76.159548,2
-8481810.61481999,5316898.70446869,2023/09/17 00:00:00+00,1207,1207,4700 ONONDAGA BLVD   ,LARCENY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/09/17 00:00:00+00,1042,1042,4700 ONONDAGA BLVD   ,LARCENY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/12/04 00:00:00+00,1810,1815,4700 ONONDAGA BLVD   ,BURGLARY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/10/07 00:00:00+00,2150,2150,4700 ONONDAGA BLVD   ,BURGLARY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/09/15 00:00:00+00,1843,1843,4700 ONONDAGA BLVD   ,BURGLARY,43.032360248,-76.1934011229999,170
-8481810.61481999,5316898.70446869,2023/07/06 00:00:00+00,2146,2146,4700 ONONDAGA BLVD   ,LARCENY,43.032360248,-76.1934011229999,170
-8476531.27427683,5320928.68341536,2023/02/19 00:00:00+00,0000,0,700 CATHERINE ST     ,MV THEFT,43.058817,-76.145976,27
-8475761.74712726,5319912.04986663,2023/06/08 00:00:00+00,1400,2300,500 BURNET AV   ,MV THEFT,43.0521438920001,-76.13906322,2
-8476677.95663026,5319706.39907588,2023/09/19 00:00:00+00,0721,721,400 ERIE BLVD E ,LARCENY,43.050793927,-76.14729367,61
-8480398.81172322,5320972.73835883,2023/05/06 00:00:00+00,0300,500,500 STATE FAIR BLVD   ,MV THEFT,43.059106157,-76.18071868,37
-8476631.03001023,5321087.4006888,2023/04/09 00:00:00+00,1851,1851,600 BUTTERNUT ST     ,LARCENY,43.0598587430001,-76.1468721209999,220
-8475714.74581186,5317663.04361716,2023/09/30 00:00:00+00,0830,1600,900 IRVING AV   ,LARCENY,43.037379,-76.138641,2
-8475656.1483451,5315955.63112657,2023/04/22 00:00:00+00,1800,1200,600 E COLVIN ST     ,LARCENY,43.0261673380001,-76.1381146099999,2
